_id;Chapter;Book;Page;Sentence;Tagged;Mapped;Lemma
336;2/C;I;42;Caroline: Well, I’ve got a riding lesson on Saturday afternoon … But let me checkour family planner.;[('Caroline', 'NN'), (':', ':'), ('Well', 'RB'), (',', ','), ('I’ve', 'NNP'), ('got', 'VBD'), ('a', 'DT'), ('riding', 'VBG'), ('lesson', 'NN'), ('on', 'IN'), ('Saturday', 'NNP'), ('afternoon', 'NN'), ('…', 'NN'), ('But', 'CC'), ('let', 'VB'), ('me', 'PRP'), ('checkour', 'VB'), ('family', 'NN'), ('planner', 'NN'), ('.', '.')];{'a': ['a'], 'afternoon': ['afternoon'], 'But': ['But'], 'Caroline': ['Caroline'], 'Saturday': ['Saturday'], 'on': ['on'], 'Well': ['Well'], ':': [':'], 'me': ['me'], 'got': ['got'], 'family': ['family'], '.': ['.'], '…': ['…'], 'riding': ['riding'], ',': [','], 'planner': ['planner'], 'lesson': ['lesson'], 'checkour': ['checkour'], 'I’ve': ['I’ve'], 'let': ['let']};['Caroline', ':', 'Well', ',', 'I’ve', 'got', 'a', 'riding', 'lesson', 'on', 'Saturday', 'afternoon', '…', 'But', 'let', 'me', 'checkour', 'family', 'planner', '.']
337;2/C;I;42;George plays football on Mondays and Tuesdays and Mum does yoga every Thursday … .;[('George', 'NNP'), ('plays', 'VBZ'), ('football', 'NN'), ('on', 'IN'), ('Mondays', 'NNS'), ('and', 'CC'), ('Tuesdays', 'NNP'), ('and', 'CC'), ('Mum', 'NNP'), ('does', 'VBZ'), ('yoga', 'VB'), ('every', 'DT'), ('Thursday', 'NNP'), ('…', 'NNP'), ('.', '.')];{'every': ['every'], 'on': ['on'], 'and': ['and', 'and'], 'Thursday': ['Thursday'], 'doe': ['does'], '.': ['.'], '…': ['…'], 'George': ['George'], 'play': ['plays'], 'Tuesdays': ['Tuesdays'], 'yoga': ['yoga'], 'Mondays': ['Mondays'], 'football': ['football'], 'Mum': ['Mum']};['George', 'play', 'football', 'on', 'Mondays', 'and', 'Tuesdays', 'and', 'Mum', 'doe', 'yoga', 'every', 'Thursday', '…', '.']
338;2/C;I;42;Emma: So Wednesday is OK?;[('Emma', 'NN'), (':', ':'), ('So', 'CC'), ('Wednesday', 'NNP'), ('is', 'VBZ'), ('OK', 'NNP'), ('?', '.')];{'So': ['So'], 'Emma': ['Emma'], '?': ['?'], 'OK': ['OK'], ':': [':'], 'is': ['is'], 'Wednesday': ['Wednesday']};['Emma', ':', 'So', 'Wednesday', 'is', 'OK', '?']
339;2/C;I;42;Caroline: Wait – oh no, Mum and Dad often go to the cinema on Wednesdays. Sorry.;[('Caroline', 'NN'), (':', ':'), ('Wait', 'NNP'), ('–', 'NNP'), ('oh', 'VBZ'), ('no', 'DT'), (',', ','), ('Mum', 'NNP'), ('and', 'CC'), ('Dad', 'NNP'), ('often', 'RB'), ('go', 'VBP'), ('to', 'TO'), ('the', 'DT'), ('cinema', 'NN'), ('on', 'IN'), ('Wednesdays', 'NNP'), ('.', '.'), ('Sorry', 'NNP'), ('.', '.')];{'cinema': ['cinema'], 'Sorry': ['Sorry'], ':': [':'], 'Caroline': ['Caroline'], 'Wait': ['Wait'], 'on': ['on'], 'often': ['often'], 'oh': ['oh'], 'Dad': ['Dad'], 'Wednesdays': ['Wednesdays'], 'and': ['and'], '–': ['–'], '.': ['.', '.'], 'to': ['to'], 'the': ['the'], 'go': ['go'], ',': [','], 'Mum': ['Mum'], 'no': ['no']};['Caroline', ':', 'Wait', '–', 'oh', 'no', ',', 'Mum', 'and', 'Dad', 'often', 'go', 'to', 'the', 'cinema', 'on', 'Wednesdays', '.', 'Sorry', '.']
340;2/C;I;42;Emma: So what about the weekend?;[('Emma', 'NN'), (':', ':'), ('So', 'RB'), ('what', 'WP'), ('about', 'IN'), ('the', 'DT'), ('weekend', 'NN'), ('?', '.')];{'So': ['So'], 'what': ['what'], 'weekend': ['weekend'], 'the': ['the'], ':': [':'], '?': ['?'], 'Emma': ['Emma'], 'about': ['about']};['Emma', ':', 'So', 'what', 'about', 'the', 'weekend', '?']
341;2/C;I;42;Caroline: Hmm … I don’t know about Charlie.;[('Caroline', 'NN'), (':', ':'), ('Hmm', 'NNP'), ('…', 'NNP'), ('I', 'PRP'), ('don’t', 'VBP'), ('know', 'VBP'), ('about', 'IN'), ('Charlie', 'NNP'), ('.', '.')];{'know': ['know'], '.': ['.'], '…': ['…'], 'Caroline': ['Caroline'], 'Charlie': ['Charlie'], 'about': ['about'], ':': [':'], 'don’t': ['don’t'], 'Hmm': ['Hmm'], 'I': ['I']};['Caroline', ':', 'Hmm', '…', 'I', 'don’t', 'know', 'about', 'Charlie', '.']
342;2/C;I;42;George and Charlie play football together, so that’s on Monday and Tuesday.;[('George', 'NNP'), ('and', 'CC'), ('Charlie', 'NNP'), ('play', 'VBP'), ('football', 'NN'), ('together', 'RB'), (',', ','), ('so', 'RB'), ('that’s', 'JJ'), ('on', 'IN'), ('Monday', 'NNP'), ('and', 'CC'), ('Tuesday', 'NNP'), ('.', '.')];{'play': ['play'], 'on': ['on'], 'together': ['together'], 'and': ['and', 'and'], 'that’s': ['that’s'], '.': ['.'], 'so': ['so'], 'Tuesday': ['Tuesday'], 'Charlie': ['Charlie'], 'George': ['George'], ',': [','], 'football': ['football'], 'Monday': ['Monday']};['George', 'and', 'Charlie', 'play', 'football', 'together', ',', 'so', 'that’s', 'on', 'Monday', 'and', 'Tuesday', '.']
343;2/C;I;42;But I think Charlie helps Mrs Mason at the library at the weekend.;[('But', 'CC'), ('I', 'PRP'), ('think', 'VBP'), ('Charlie', 'NNP'), ('helps', 'VBZ'), ('Mrs', 'NNP'), ('Mason', 'NNP'), ('at', 'IN'), ('the', 'DT'), ('library', 'NN'), ('at', 'IN'), ('the', 'DT'), ('weekend', 'NN'), ('.', '.')];{'But': ['But'], 'I': ['I'], 'Mrs': ['Mrs'], 'at': ['at', 'at'], 'Mason': ['Mason'], '.': ['.'], 'Charlie': ['Charlie'], 'help': ['helps'], 'weekend': ['weekend'], 'the': ['the', 'the'], 'library': ['library'], 'think': ['think']};['But', 'I', 'think', 'Charlie', 'help', 'Mrs', 'Mason', 'at', 'the', 'library', 'at', 'the', 'weekend', '.']
344;2/C;I;42;And of course, George always watches Manchester United.;[('And', 'CC'), ('of', 'IN'), ('course', 'NN'), (',', ','), ('George', 'NNP'), ('always', 'RB'), ('watches', 'VBZ'), ('Manchester', 'NNP'), ('United', 'NNP'), ('.', '.')];{'And': ['And'], '.': ['.'], 'always': ['always'], ',': [','], 'course': ['course'], 'watch': ['watches'], 'of': ['of'], 'George': ['George'], 'United': ['United'], 'Manchester': ['Manchester']};['And', 'of', 'course', ',', 'George', 'always', 'watch', 'Manchester', 'United', '.']
345;2/C;I;42;Caroline has got dancing lessons on Mondays.;[('Caroline', 'NNP'), ('has', 'VBZ'), ('got', 'VBD'), ('dancing', 'VBG'), ('lessons', 'NNS'), ('on', 'IN'), ('Mondays', 'NNS'), ('.', '.')];{'Mondays': ['Mondays'], '.': ['.'], 'ha': ['has'], 'dancing': ['dancing'], 'on': ['on'], 'Caroline': ['Caroline'], 'lesson': ['lessons'], 'got': ['got']};['Caroline', 'ha', 'got', 'dancing', 'lesson', 'on', 'Mondays', '.']
346;2/C;I;42;Charlie helps at the library at the weekend.;[('Charlie', 'NNP'), ('helps', 'VBZ'), ('at', 'IN'), ('the', 'DT'), ('library', 'NN'), ('at', 'IN'), ('the', 'DT'), ('weekend', 'NN'), ('.', '.')];{'weekend': ['weekend'], '.': ['.'], 'Charlie': ['Charlie'], 'help': ['helps'], 'at': ['at', 'at'], 'the': ['the', 'the'], 'library': ['library']};['Charlie', 'help', 'at', 'the', 'library', 'at', 'the', 'weekend', '.']
347;2/C;I;42;Mrs Lambraki does yoga on Wednesdays.;[('Mrs', 'NNP'), ('Lambraki', 'NNP'), ('does', 'VBZ'), ('yoga', 'VB'), ('on', 'IN'), ('Wednesdays', 'NNS'), ('.', '.')];{'.': ['.'], 'Lambraki': ['Lambraki'], 'on': ['on'], 'Wednesdays': ['Wednesdays'], 'yoga': ['yoga'], 'Mrs': ['Mrs'], 'doe': ['does']};['Mrs', 'Lambraki', 'doe', 'yoga', 'on', 'Wednesdays', '.']
348;2/C;I;42;George plays football on Thursdays.;[('George', 'NNP'), ('plays', 'VBZ'), ('football', 'NN'), ('on', 'IN'), ('Thursdays', 'NNP'), ('.', '.')];{'.': ['.'], 'Thursdays': ['Thursdays'], 'on': ['on'], 'play': ['plays'], 'George': ['George'], 'football': ['football']};['George', 'play', 'football', 'on', 'Thursdays', '.']
349;2/C;I;42;George plays football on Mondays.;[('George', 'NNP'), ('plays', 'VBZ'), ('football', 'NN'), ('on', 'IN'), ('Mondays', 'NNS'), ('.', '.')];{'.': ['.'], 'on': ['on'], 'play': ['plays'], 'George': ['George'], 'Mondays': ['Mondays'], 'football': ['football']};['George', 'play', 'football', 'on', 'Mondays', '.']
350;2/C;I;42;Emma plays basketball on Tuesdays.;[('Emma', 'NNP'), ('plays', 'VBZ'), ('basketball', 'NN'), ('on', 'IN'), ('Tuesdays', 'NNP'), ('.', '.')];{'.': ['.'], 'basketball': ['basketball'], 'on': ['on'], 'play': ['plays'], 'Tuesdays': ['Tuesdays'], 'Emma': ['Emma']};['Emma', 'play', 'basketball', 'on', 'Tuesdays', '.']
351;2/C;I;42;Caroline has got riding lessons on Saturday mornings.;[('Caroline', 'NNP'), ('has', 'VBZ'), ('got', 'VBD'), ('riding', 'VBG'), ('lessons', 'NNS'), ('on', 'IN'), ('Saturday', 'NNP'), ('mornings', 'NNS'), ('.', '.')];{'.': ['.'], 'morning': ['mornings'], 'ha': ['has'], 'riding': ['riding'], 'on': ['on'], 'Caroline': ['Caroline'], 'lesson': ['lessons'], 'got': ['got'], 'Saturday': ['Saturday']};['Caroline', 'ha', 'got', 'riding', 'lesson', 'on', 'Saturday', 'morning', '.']
352;2/C;I;42;Mrs Lambraki goes to the cinema on Sundays.;[('Mrs', 'NNP'), ('Lambraki', 'NNP'), ('goes', 'VBZ'), ('to', 'TO'), ('the', 'DT'), ('cinema', 'NN'), ('on', 'IN'), ('Sundays', 'NNP'), ('.', '.')];{'cinema': ['cinema'], 'Sundays': ['Sundays'], '.': ['.'], 'to': ['to'], 'Mrs': ['Mrs'], 'go': ['goes'], 'the': ['the'], 'on': ['on'], 'Lambraki': ['Lambraki']};['Mrs', 'Lambraki', 'go', 'to', 'the', 'cinema', 'on', 'Sundays', '.']
353;2/C;I;43;Need help?;[('Need', 'VB'), ('help', 'NN'), ('?', '.')];{'Need': ['Need'], '?': ['?'], 'help': ['help']};['Need', 'help', '?']
354;2/C;I;44;A ghost story;[('A', 'DT'), ('ghost', 'NN'), ('story', 'NN')];{'ghost': ['ghost'], 'A': ['A'], 'story': ['story']};['A', 'ghost', 'story']
355;2/C;I;44;A;[('A', 'DT')];{'A': ['A']};['A']
356;2/C;I;44;It is Friday evening.;[('It', 'PRP'), ('is', 'VBZ'), ('Friday', 'NNP'), ('evening', 'NN'), ('.', '.')];{'Friday': ['Friday'], '.': ['.'], 'It': ['It'], 'is': ['is'], 'evening': ['evening']};['It', 'is', 'Friday', 'evening', '.']
357;2/C;I;44;At six o’clock George and Charlie are in the garden.;[('At', 'IN'), ('six', 'CD'), ('o’clock', 'NN'), ('George', 'NNP'), ('and', 'CC'), ('Charlie', 'NNP'), ('are', 'VBP'), ('in', 'IN'), ('the', 'DT'), ('garden', 'NN'), ('.', '.')];{'o’clock': ['o’clock'], '.': ['.'], 'At': ['At'], 'are': ['are'], 'Charlie': ['Charlie'], 'six': ['six'], 'George': ['George'], 'garden': ['garden'], 'the': ['the'], 'and': ['and'], 'in': ['in']};['At', 'six', 'o’clock', 'George', 'and', 'Charlie', 'are', 'in', 'the', 'garden', '.']
358;2/C;I;44;George is very excited.;[('George', 'NNP'), ('is', 'VBZ'), ('very', 'RB'), ('excited', 'JJ'), ('.', '.')];{'very': ['very'], '.': ['.'], 'excited': ['excited'], 'is': ['is'], 'George': ['George']};['George', 'is', 'very', 'excited', '.']
359;2/C;I;44;"“You know, Emma is here for a sleepover, too. So it’s more fun for us out here in the tent … Come on! Let’s get
            your sleeping bag.”";[('“You', 'NN'), ('know', 'VBP'), (',', ','), ('Emma', 'NNP'), ('is', 'VBZ'), ('here', 'RB'), ('for', 'IN'), ('a', 'DT'), ('sleepover', 'NN'), (',', ','), ('too', 'RB'), ('.', '.'), ('So', 'RB'), ('it’s', 'RB'), ('more', 'JJR'), ('fun', 'NN'), ('for', 'IN'), ('us', 'PRP'), ('out', 'RP'), ('here', 'RB'), ('in', 'IN'), ('the', 'DT'), ('tent', 'NN'), ('…', 'NNP'), ('Come', 'NNP'), ('on', 'IN'), ('!', '.'), ('Let’s', 'NNP'), ('get', 'VB'), ('your', 'PRP$'), ('sleeping', 'VBG'), ('bag.”', 'NN')];{'a': ['a'], 'bag.”': ['bag.”'], 'more': ['more'], '!': ['!'], 'on': ['on'], 'here': ['here', 'here'], '…': ['…'], 'your': ['your'], 'Emma': ['Emma'], 'sleeping': ['sleeping'], 'So': ['So'], 'tent': ['tent'], ',': [',', ','], 'fun': ['fun'], '“You': ['“You'], 'Come': ['Come'], 'is': ['is'], 'too': ['too'], 'for': ['for', 'for'], 'out': ['out'], 'it’s': ['it’s'], '.': ['.'], 'u': ['us'], 'know': ['know'], 'Let’s': ['Let’s'], 'the': ['the'], 'get': ['get'], 'sleepover': ['sleepover'], 'in': ['in']};['“You', 'know', ',', 'Emma', 'is', 'here', 'for', 'a', 'sleepover', ',', 'too', '.', 'So', 'it’s', 'more', 'fun', 'for', 'u', 'out', 'here', 'in', 'the', 'tent', '…', 'Come', 'on', '!', 'Let’s', 'get', 'your', 'sleeping', 'bag.”']
360;2/C;I;44;Ten minutes later the boys are in George’s room.;[('Ten', 'CD'), ('minutes', 'NNS'), ('later', 'RB'), ('the', 'DT'), ('boys', 'NNS'), ('are', 'VBP'), ('in', 'IN'), ('George’s', 'NNP'), ('room', 'NN'), ('.', '.')];{'.': ['.'], 'George’s': ['George’s'], 'room': ['room'], 'are': ['are'], 'minute': ['minutes'], 'boy': ['boys'], 'the': ['the'], 'Ten': ['Ten'], 'in': ['in'], 'later': ['later']};['Ten', 'minute', 'later', 'the', 'boy', 'are', 'in', 'George’s', 'room', '.']
361;2/C;I;44;“Wow, this is a really cool room, Charlie says.;[('“Wow', 'NN'), (',', ','), ('this', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('really', 'RB'), ('cool', 'JJ'), ('room', 'NN'), (',', ','), ('Charlie', 'NNP'), ('says', 'VBZ'), ('.', '.')];{'this': ['this'], 'a': ['a'], '.': ['.'], 'room': ['room'], 'Charlie': ['Charlie'], 'cool': ['cool'], 'really': ['really'], ',': [',', ','], '“Wow': ['“Wow'], 'say': ['says'], 'is': ['is']};['“Wow', ',', 'this', 'is', 'a', 'really', 'cool', 'room', ',', 'Charlie', 'say', '.']
362;2/C;I;44;“It’s my room now,” says George.;[('“It’s', 'JJ'), ('my', 'PRP$'), ('room', 'NN'), ('now', 'RB'), (',', ','), ('”', 'NNP'), ('says', 'VBZ'), ('George', 'NNP'), ('.', '.')];{'“It’s': ['“It’s'], 'now': ['now'], '.': ['.'], 'room': ['room'], 'George': ['George'], '”': ['”'], ',': [','], 'my': ['my'], 'say': ['says']};['“It’s', 'my', 'room', 'now', ',', '”', 'say', 'George', '.']
363;2/C;I;44;“It was Caroline’s, but now she thinks there’s a ghost.”;[('“It', 'NN'), ('was', 'VBD'), ('Caroline’s', 'NNP'), (',', ','), ('but', 'CC'), ('now', 'RB'), ('she', 'PRP'), ('thinks', 'VBZ'), ('there’s', 'VBD'), ('a', 'DT'), ('ghost.”', 'NN')];{'now': ['now'], 'a': ['a'], 'there’s': ['there’s'], 'ghost.”': ['ghost.”'], 'wa': ['was'], ',': [','], 'Caroline’s': ['Caroline’s'], '“It': ['“It'], 'she': ['she'], 'think': ['thinks'], 'but': ['but']};['“It', 'wa', 'Caroline’s', ',', 'but', 'now', 'she', 'think', 'there’s', 'a', 'ghost.”']
364;2/C;I;44;“Really?!” Charlie says. “But how …”;[('“Really', 'RB'), ('?', '.'), ('!', '.'), ('”', 'NN'), ('Charlie', 'NNP'), ('says', 'VBZ'), ('.', '.'), ('“But', 'VB'), ('how', 'WRB'), ('…”', 'JJ')];{'“But': ['“But'], '”': ['”'], '.': ['.'], 'say': ['says'], '!': ['!'], 'Charlie': ['Charlie'], '…”': ['…”'], 'how': ['how'], '“Really': ['“Really'], '?': ['?']};['“Really', '?', '!', '”', 'Charlie', 'say', '.', '“But', 'how', '…”']
365;2/C;I;44;“Well, it was easy. Scary spiders from the supermarket and strange noises at night.;[('“Well', 'NN'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('easy', 'JJ'), ('.', '.'), ('Scary', 'JJ'), ('spiders', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('supermarket', 'NN'), ('and', 'CC'), ('strange', 'JJ'), ('noises', 'NNS'), ('at', 'IN'), ('night', 'NN'), ('.', '.')];{'night': ['night'], 'from': ['from'], 'wa': ['was'], 'easy': ['easy'], 'at': ['at'], 'it': ['it'], 'and': ['and'], 'supermarket': ['supermarket'], '.': ['.', '.'], 'spider': ['spiders'], 'strange': ['strange'], ',': [','], 'the': ['the'], '“Well': ['“Well'], 'noise': ['noises'], 'Scary': ['Scary']};['“Well', ',', 'it', 'wa', 'easy', '.', 'Scary', 'spider', 'from', 'the', 'supermarket', 'and', 'strange', 'noise', 'at', 'night', '.']
366;2/C;I;44;Now Caroline thinks there’s a ghost.”;[('Now', 'RB'), ('Caroline', 'NNP'), ('thinks', 'VBZ'), ('there’s', 'VB'), ('a', 'DT'), ('ghost.”', 'NN')];{'a': ['a'], 'ghost.”': ['ghost.”'], 'Caroline': ['Caroline'], 'think': ['thinks'], 'Now': ['Now'], 'there’s': ['there’s']};['Now', 'Caroline', 'think', 'there’s', 'a', 'ghost.”']
367;2/C;I;44;“Very clever,” Charlie laughs.;[('“Very', 'NN'), ('clever', 'NN'), (',', ','), ('”', 'NNP'), ('Charlie', 'NNP'), ('laughs', 'VBZ'), ('.', '.')];{'”': ['”'], '.': ['.'], 'clever': ['clever'], 'Charlie': ['Charlie'], ',': [','], '“Very': ['“Very'], 'laugh': ['laughs']};['“Very', 'clever', ',', '”', 'Charlie', 'laugh', '.']
368;2/C;I;44;“So Caroline is afraid of ghosts? Hey, George. I’ve got an idea … Let’s scare the girls!”;[('“So', 'JJ'), ('Caroline', 'NNP'), ('is', 'VBZ'), ('afraid', 'JJ'), ('of', 'IN'), ('ghosts', 'NNS'), ('?', '.'), ('Hey', 'NNP'), (',', ','), ('George', 'NNP'), ('.', '.'), ('I’ve', 'NNP'), ('got', 'VBD'), ('an', 'DT'), ('idea', 'NN'), ('…', 'NN'), ('Let’s', 'NNP'), ('scare', 'VBZ'), ('the', 'DT'), ('girls', 'NNS'), ('!', '.'), ('”', 'NN')];{'!': ['!'], 'idea': ['idea'], 'girl': ['girls'], ',': [','], 'afraid': ['afraid'], 'of': ['of'], 'Caroline': ['Caroline'], 'is': ['is'], 'ghost': ['ghosts'], '”': ['”'], 'Hey': ['Hey'], 'scare': ['scare'], 'got': ['got'], '?': ['?'], '.': ['.'], '…': ['…'], '“So': ['“So'], 'Let’s': ['Let’s'], 'George': ['George'], 'the': ['the'], 'I’ve': ['I’ve'], 'an': ['an']};['“So', 'Caroline', 'is', 'afraid', 'of', 'ghost', '?', 'Hey', ',', 'George', '.', 'I’ve', 'got', 'an', 'idea', '…', 'Let’s', 'scare', 'the', 'girl', '!', '”']
369;2/C;I;44;“That’s boring!” Caroline says.;[('“That’s', 'JJ'), ('boring', 'NN'), ('!', '.'), ('”', 'JJ'), ('Caroline', 'NNP'), ('says', 'VBZ'), ('.', '.')];{'”': ['”'], '.': ['.'], 'say': ['says'], '!': ['!'], '“That’s': ['“That’s'], 'Caroline': ['Caroline'], 'boring': ['boring']};['“That’s', 'boring', '!', '”', 'Caroline', 'say', '.']
370;2/C;I;44;“But we can look at 20 my elephant website. Or wait, we can tell stories.”;[('“But', 'IN'), ('we', 'PRP'), ('can', 'MD'), ('look', 'VB'), ('at', 'IN'), ('20', 'CD'), ('my', 'PRP$'), ('elephant', 'JJ'), ('website', 'NN'), ('.', '.'), ('Or', 'CC'), ('wait', 'NN'), (',', ','), ('we', 'PRP'), ('can', 'MD'), ('tell', 'VB'), ('stories.”', 'VB')];{'can': ['can', 'can'], '“But': ['“But'], 'tell': ['tell'], 'at': ['at'], '20': ['20'], 'look': ['look'], 'Or': ['Or'], 'elephant': ['elephant'], '.': ['.'], 'stories.”': ['stories.”'], ',': [','], 'wait': ['wait'], 'my': ['my'], 'website': ['website'], 'we': ['we', 'we']};['“But', 'we', 'can', 'look', 'at', '20', 'my', 'elephant', 'website', '.', 'Or', 'wait', ',', 'we', 'can', 'tell', 'stories.”']
371;2/C;I;44;“Ghost stories! Great idea!” Emma answers.;[('“Ghost', 'NN'), ('stories', 'NNS'), ('!', '.'), ('Great', 'NNP'), ('idea', 'NN'), ('!', '.'), ('”', 'JJ'), ('Emma', 'NNP'), ('answers', 'NNS'), ('.', '.')];{'story': ['stories'], '.': ['.'], '!': ['!', '!'], 'idea': ['idea'], '“Ghost': ['“Ghost'], 'answer': ['answers'], 'Great': ['Great'], '”': ['”'], 'Emma': ['Emma']};['“Ghost', 'story', '!', 'Great', 'idea', '!', '”', 'Emma', 'answer', '.']
372;2/C;I;44;“Let’s sit in the dark. Have you got a candle?”;[('“Let’s', 'JJ'), ('sit', 'NN'), ('in', 'IN'), ('the', 'DT'), ('dark', 'NN'), ('.', '.'), ('Have', 'VBP'), ('you', 'PRP'), ('got', 'VBD'), ('a', 'DT'), ('candle', 'NN'), ('?', '.'), ('”', 'NN')];{'a': ['a'], 'you': ['you'], '”': ['”'], 'sit': ['sit'], 'got': ['got'], 'in': ['in'], '“Let’s': ['“Let’s'], '.': ['.'], 'dark': ['dark'], 'the': ['the'], 'Have': ['Have'], '?': ['?'], 'candle': ['candle']};['“Let’s', 'sit', 'in', 'the', 'dark', '.', 'Have', 'you', 'got', 'a', 'candle', '?', '”']
373;2/C;I;44;Ten minutes later the girls sit on the floor in the dark.;[('Ten', 'CD'), ('minutes', 'NNS'), ('later', 'RB'), ('the', 'DT'), ('girls', 'NNS'), ('sit', 'VBP'), ('on', 'IN'), ('the', 'DT'), ('floor', 'NN'), ('in', 'IN'), ('the', 'DT'), ('dark', 'NN'), ('.', '.')];{'.': ['.'], 'girl': ['girls'], 'dark': ['dark'], 'floor': ['floor'], 'minute': ['minutes'], 'on': ['on'], 'the': ['the', 'the', 'the'], 'sit': ['sit'], 'Ten': ['Ten'], 'in': ['in'], 'later': ['later']};['Ten', 'minute', 'later', 'the', 'girl', 'sit', 'on', 'the', 'floor', 'in', 'the', 'dark', '.']
374;2/C;I;44;“Great!” Caroline whispers.;[('“Great', 'NN'), ('!', '.'), ('”', 'JJ'), ('Caroline', 'NNP'), ('whispers', 'NNS'), ('.', '.')];{'”': ['”'], '.': ['.'], '!': ['!'], 'whisper': ['whispers'], 'Caroline': ['Caroline'], '“Great': ['“Great']};['“Great', '!', '”', 'Caroline', 'whisper', '.']
375;2/C;I;44;“It’s really spooky now. Let’s tell the story together.”;[('“It’s', 'NNS'), ('really', 'RB'), ('spooky', 'RB'), ('now', 'RB'), ('.', '.'), ('Let’s', 'NNP'), ('tell', 'VBP'), ('the', 'DT'), ('story', 'NN'), ('together.”', 'NN')];{'“It’s': ['“It’s'], 'now': ['now'], 'spooky': ['spooky'], 'tell': ['tell'], 'Let’s': ['Let’s'], 'story': ['story'], 'really': ['really'], 'the': ['the'], '.': ['.'], 'together.”': ['together.”']};['“It’s', 'really', 'spooky', 'now', '.', 'Let’s', 'tell', 'the', 'story', 'together.”']
376;2/C;I;44;She starts in a strange voice: “It’s a dark night.”;[('She', 'PRP'), ('starts', 'VBZ'), ('in', 'IN'), ('a', 'DT'), ('strange', 'JJ'), ('voice', 'NN'), (':', ':'), ('“It’s', 'VB'), ('a', 'DT'), ('dark', 'NN'), ('night.”', 'NN')];{'a': ['a', 'a'], 'voice': ['voice'], '“It’s': ['“It’s'], 'dark': ['dark'], 'strange': ['strange'], 'She': ['She'], 'night.”': ['night.”'], ':': [':'], 'in': ['in'], 'start': ['starts']};['She', 'start', 'in', 'a', 'strange', 'voice', ':', '“It’s', 'a', 'dark', 'night.”']
377;2/C;I;44;Emma: “In a small, old house there’s a spooky light.”;[('Emma', 'NN'), (':', ':'), ('“In', 'VB'), ('a', 'DT'), ('small', 'JJ'), (',', ','), ('old', 'JJ'), ('house', 'NN'), ('there’s', 'VBZ'), ('a', 'DT'), ('spooky', 'NN'), ('light.”', 'NN')];{'“In': ['“In'], 'a': ['a', 'a'], 'spooky': ['spooky'], 'house': ['house'], 'there’s': ['there’s'], 'old': ['old'], ',': [','], ':': [':'], 'light.”': ['light.”'], 'Emma': ['Emma'], 'small': ['small']};['Emma', ':', '“In', 'a', 'small', ',', 'old', 'house', 'there’s', 'a', 'spooky', 'light.”']
378;2/C;I;44;Caroline: “An old woman comes into the living room.”;[('Caroline', 'NN'), (':', ':'), ('“An', 'JJ'), ('old', 'JJ'), ('woman', 'NN'), ('comes', 'VBZ'), ('into', 'IN'), ('the', 'DT'), ('living', 'NN'), ('room.”', 'NN')];{'the': ['the'], '“An': ['“An'], 'come': ['comes'], 'old': ['old'], 'woman': ['woman'], 'living': ['living'], ':': [':'], 'into': ['into'], 'room.”': ['room.”'], 'Caroline': ['Caroline']};['Caroline', ':', '“An', 'old', 'woman', 'come', 'into', 'the', 'living', 'room.”']
