_id;Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis;Tagged;Lemma
2335;compulsory;vorgeschrieben, obligatorisch, hier: Pflicht-;passiv;2/B2;III;a;;;[('compulsory', 'NN')];['compulsory']
2336;to provide;bereitstellen, bieten, liefern;passiv;2/B2;III;v;;;[('to', 'TO'), ('provide', 'VB')];['to', 'provide']
2337;atmosphere;Atmosphäre, Stimmung;passiv;2/B2;III;s;;;[('atmosphere', 'RB')];['atmosphere']
2338;boarder;Internatsschüler/in;passiv;2/B2;III;s;;;[('boarder', 'NN')];['boarder']
2339;leisure (no pl);Freizeit(-);passiv;2/B2;III;s;;;[('leisure', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['leisure', '(', 'no', 'pl', ')']
2340;dorm (= dormitory) (informal);Schlafsaal;aktiv;2/B2;III;s;Five girls share a dormitory. That’s where they all sleep.;;[('dorm', 'NN'), ('(', '('), ('=', 'NNP'), ('dormitory', 'NN'), (')', ')'), ('(', '('), ('informal', 'JJ'), (')', ')')];['dorm', '(', '=', 'dormitory', ')', '(', 'informal', ')']
2341;form;Klasse, Jahrgangsstufe;aktiv;2/B2;III;s;Joe is in the same form as his friends.;;[('form', 'NN')];['form']
2342;single;einzige(r, s), hier: Einzel-;aktiv;2/B2;III;a;single = for one person;;[('single', 'JJ')];['single']
2343;double;doppelt, hier: Doppel-;aktiv;2/B2;III;a;double = for two people;;[('double', 'RB')];['double']
2344;academic;akademisch, wissenschaftlich;passiv;2/B2;III;a;;;[('academic', 'JJ')];['academic']
2345;to make the most of sth (irr);das Beste aus etw machen/herausholen;aktiv;2/B2;III;ph;Make the most of our beautiful lakes and go kayaking.;;[('to', 'TO'), ('make', 'VB'), ('the', 'DT'), ('most', 'JJS'), ('of', 'IN'), ('sth', 'NN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'make', 'the', 'most', 'of', 'sth', '(', 'irr', ')']
2346;climbing (no pl);Bergsteigen, Klettern;passiv;2/B2;III;s;;;[('climbing', 'VBG'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['climbing', '(', 'no', 'pl', ')']
2347;caving (no pl);Höhlenwandern/-wanderung;passiv;2/B2;III;s;;;[('caving', 'VBG'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['caving', '(', 'no', 'pl', ')']
2348;task;Aufgabe;aktiv;2/B2;III;s;It was a difficult task, but the team worked together to get it done.;;[('task', 'NN')];['task']
2349;mountain walking (no pl);Bergwandern;passiv;2/B2;III;s;;;[('mountain', 'NN'), ('walking', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['mountain', 'walking', '(', 'no', 'pl', ')']
2350;traditional;traditionell;passiv;2/B2;III;a;;;[('traditional', 'JJ')];['traditional']
2351;annual;jährlich, Jahres-;passiv;2/B2;III;a;annual = every year;;[('annual', 'JJ')];['annual']
2352;entry;Eintrag, hier: Eintritt;passiv;2/B2;III;s;;;[('entry', 'NN')];['entry']
2353;selection;Auswahl;passiv;2/B2;III;s;;;[('selection', 'NN')];['selection']
2354;scholarship;Stipendium;aktiv;2/B2;III;s;Joe has a scholarship, which means he doesn’t have to pay the school fees.;;[('scholarship', 'NN')];['scholarship']
2355;headmaster;Schulleiter, Rektor, Direktor;aktiv;2/B2;III;s;Mr Jones is the headmaster of our school.;;[('headmaster', 'NN')];['headmaster']
2356;to prefer;vorziehen, bevorzugen;aktiv;2/B2;III;v;Sam prefers apples to oranges. He likes them better.;;[('to', 'TO'), ('prefer', 'VB')];['to', 'prefer']
2357;suitable;geeignet, passend, angemessen;aktiv;2/B2;III;a;Is the film suitable for children?;;[('suitable', 'JJ')];['suitable']
2358;entry;Eintrag;passiv;2/B3;III;s;;;[('entry', 'NN')];['entry']
2359;to have a look at … (irr);sich ... ansehen;aktiv;2/B3;III;ph;Have a look at this picture. It’s beautiful!;;[('to', 'TO'), ('have', 'VB'), ('a', 'DT'), ('look', 'NN'), ('at', 'IN'), ('…', 'NNP'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'have', 'a', 'look', 'at', '…', '(', 'irr', ')']
2360;pal (informal);Kumpel;passiv;2/B3;III;s;;;[('pal', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['pal', '(', 'informal', ')']
2361;like crazy (informal);wie verrückt, wie wild;passiv;2/B3;III;ph;;;[('like', 'IN'), ('crazy', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['like', 'crazy', '(', 'informal', ')']
2362;actually;eigentlich, wirklich;aktiv;2/B3;III;av;Let’s watch the match! – Actually, I don’t really like football.;;[('actually', 'RB')];['actually']
2363;fault;Schuld, Fehler;aktiv;2/B3;III;s;It’s not my fault! It wasn’t me.;;[('fault', 'NN')];['fault']
2364;fab (= fabulous) (informal);toll, dufte;passiv;2/B3;III;a;;;[('fab', 'NN'), ('(', '('), ('=', 'NNP'), ('fabulous', 'RB'), (')', ')'), ('(', '('), ('informal', 'JJ'), (')', ')')];['fab', '(', '=', 'fabulous', ')', '(', 'informal', ')']
2365;to make friends (with sb) (irr);(mit jdm) Freundschaft schließen;passiv;2/B3;III;ph;;;[('to', 'TO'), ('make', 'VB'), ('friends', 'NNS'), ('(', '('), ('with', 'IN'), ('sb', 'NN'), (')', ')'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'make', 'friend', '(', 'with', 'sb', ')', '(', 'irr', ')']
2366;credit (no pl);Kredit, hier: Guthaben;passiv;2/B3;III;s;;;[('credit', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['credit', '(', 'no', 'pl', ')']
2367;neighbour;Nachbar/in;aktiv;2/B5;III;s;Mr Carlton and Jeremy are neighbours.;ID 1395873;[('neighbour', 'NN')];['neighbour']
2368;statement;Äußerung, Aussage;aktiv;2/B7;III;s;Your statement is correct. I agree!;;[('statement', 'NN')];['statement']
2369;player;Spieler/in;aktiv;2/B7;III;s;Tom is a great football player.;;[('player', 'NN')];['player']
2370;serious;ernst, hier: schwer;aktiv;2/B7;III;a;Ben had a very serious accident.;;[('serious', 'JJ')];['serious']
2371;to earn;verdienen;aktiv;2/B7;III;v;Fred has a very good job and he earns a lot of money.;;[('to', 'TO'), ('earn', 'VB')];['to', 'earn']
2372;to ground;hier: in den Boden stecken oder schlagen;passiv;2/B9;III;v;;;[('to', 'TO'), ('ground', 'NN')];['to', 'ground']
2373;forward(s);nach vorn(e), weiter, vorn(e);passiv;2/B9;III;av;;;[('forward', 'RB'), ('(', '('), ('s', 'NN'), (')', ')')];['forward', '(', 's', ')']
2374;backwards;rückwärts, nach hinten, zurück;passiv;2/B9;III;av;;;[('backwards', 'NNS')];['backwards']
2375;tackling (no pl);Verteidigungstechnik bei einer Ballsportart;passiv;2/B9;III;s;;;[('tackling', 'VBG'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['tackling', '(', 'no', 'pl', ')']
2376;scrum;Gedränge (beim Rugby);passiv;2/B9;III;s;;;[('scrum', 'NN')];['scrum']
2377;guard;Wache, hier: Schutz;passiv;2/B9;III;s;;;[('guard', 'NN')];['guard']
2378;generous;großzügig, freigebig;aktiv;2/B10;III;a;Ben is very generous. He always shares his sweets.;;[('generous', 'JJ')];['generous']
2379;to give sb a hug (irr);jdn umarmen;passiv;2/B10;III;ph;;;[('to', 'TO'), ('give', 'VB'), ('sb', 'NN'), ('a', 'DT'), ('hug', 'NN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'give', 'sb', 'a', 'hug', '(', 'irr', ')']
2380;if only;wenn (doch) nur;passiv;2/B10;III;ph;;;[('if', 'IN'), ('only', 'RB')];['if', 'only']
2381;assessment (no pl);Schätzung, Beurteilung, hier: Einstufungstest;passiv;2/B10;III;s;;;[('assessment', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['assessment', '(', 'no', 'pl', ')']
2382;to study;studieren, sich befassen mit, erforschen, hier: lernen;aktiv;2/B10;III;v;John has to study for his exams next week.;ID 1389842;[('to', 'TO'), ('study', 'VB')];['to', 'study']
2383;studies (only pl);Studium;aktiv;2/B10;III;s;Tina is very good at maths so she can help Joe with his studies.;;[('studies', 'NNS'), ('(', '('), ('only', 'RB'), ('pl', 'NN'), (')', ')')];['study', '(', 'only', 'pl', ')']
2384;stuff (no pl, informal);Zeug, Sachen;aktiv;2/B10;III;s;Sally had a lot of stuff to learn for the exam.;;[('stuff', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (',', ','), ('informal', 'NN'), (')', ')')];['stuff', '(', 'no', 'pl', ',', 'informal', ')']
2385;glad;glücklich, dankbar, froh;aktiv;2/B10;III;a;Chris was glad when he finished his exams.;;[('glad', 'NN')];['glad']
2386;personal;persönlich, privat;aktiv;2/B10;III;a;A diary is very personal.;;[('personal', 'JJ')];['personal']
2387;formal;formell, förmlich, offiziell;aktiv;2/B10;III;a;Tom’s mum wrote a formal letter to the headteacher.;;[('formal', 'JJ')];['formal']
2388;informal;informell, locker, zwanglos;aktiv;2/B10;III;a;If you write an email to your friends, you can use informal language.;;[('informal', 'JJ')];['informal']
2389;incomplete;unvollständig, unfertig;passiv;2/B10;III;a;;;[('incomplete', 'NN')];['incomplete']
2390;exclamation;Ausruf;passiv;2/B10;III;s;;;[('exclamation', 'NN')];['exclamation']
2391;to pass;vorbeigehen an, hier: bestehen;aktiv;2/C1;III;v;Ed was very happy when he passed his exam.;;[('to', 'TO'), ('pass', 'VB')];['to', 'pas']
2392;hope;Hoffnung;aktiv;2/C1;III;s;hope ↔ worry;;[('hope', 'NN')];['hope']
2393;worry;Sorge;aktiv;2/C1;III;s;hope ↔ worry;;[('worry', 'NN')];['worry']
2394;to survive;überleben;aktiv;2/C2;III;v;You can only survive for a few days without water.;;[('to', 'TO'), ('survive', 'VB')];['to', 'survive']
2395;posh (informal);vornehm, piekfein;passiv;2/C2;III;a;;;[('posh', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['posh', '(', 'informal', ')']
2396;luckily;glücklicherweise, zum Glück;passiv;2/C2;III;av;;;[('luckily', 'RB')];['luckily']
2397;to take (irr);(mit)nehmen, hier: dauern;aktiv;2/C2;III;v;It takes more than four hours to get to Aberysthwyth from London.;;[('to', 'TO'), ('take', 'VB'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'take', '(', 'irr', ')']
2398;to concentrate;(sich) konzentrieren;aktiv;2/C2;III;v;Charlie always concentrates very well so he doesn’t make a lot of mistakes.;;[('to', 'TO'), ('concentrate', 'VB')];['to', 'concentrate']
2399;challenge;Herausforderung;aktiv;2/C2;III;s;Learning Welsh is a challenge. It’s not an easy language!;;[('challenge', 'NN')];['challenge']
2400;to spot;entdecken;passiv;2/C2;III;v;;;[('to', 'TO'), ('spot', 'VB')];['to', 'spot']
2401;rich;reich;aktiv;2/C2;III;a;Kate has a lot of money. She is very rich.;ID 4190093;[('rich', 'JJ')];['rich']
2402;to attach;befestigen, anbringen, hier: anhängen;passiv;2/C2;III;v;;;[('to', 'TO'), ('attach', 'VB')];['to', 'attach']
2403;daily timetable;Tagesablaufplan;passiv;2/C2;III;s;;;[('daily', 'JJ'), ('timetable', 'NN')];['daily', 'timetable']
2404;arrival;Ankunft;passiv;2/C2;III;s;;;[('arrival', 'NN')];['arrival']
2405;registration;Anmeldung;passiv;2/C2;III;s;;;[('registration', 'NN')];['registration']
2406;tutor;Nachhilfelehrer/in, Tutor/in, hier: Aufsicht führende/r Lehrer/in;passiv;2/C2;III;s;;;[('tutor', 'NN')];['tutor']
2407;assembly;Versammlung;passiv;2/C2;III;s;;;[('assembly', 'RB')];['assembly']
2408;period;Zeitspanne, hier: (Unterrichts)stunde;aktiv;2/C2;III;s;Zoe has a break between periods 7 and 8. She can get a drink or a snack.;;[('period', 'NN')];['period']
2409;break;Pause;aktiv;2/C2;III;s;Zoe has a break between periods 7 and 8. She can get a drink or a snack.;;[('break', 'NN')];['break']
2410;to depart;fortgehen, abfliegen, abfahren;passiv;2/C2;III;v;;;[('to', 'TO'), ('depart', 'VB')];['to', 'depart']
2411;prep (no pl);Hausaufgaben(stunde), Übungs- und Lernstunde;passiv;2/C2;III;s;;;[('prep', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['prep', '(', 'no', 'pl', ')']
2412;to count;hier: sich … schätzen;passiv;2/C2;III;v;;;[('to', 'TO'), ('count', 'VB')];['to', 'count']
2413;since;da, weil;aktiv;2/C2;III;k;It would be hard to live in France, since I don’t speak any French.;;[('since', 'IN')];['since']
2414;choice;Wahl, hier: Auswahl;aktiv;2/C2;III;s;The choice of cakes was so big, Chelsea didn’t know which one to have.;;[('choice', 'NN')];['choice']
2415;GCSE (= General Certificate of Secondary Education);Abschlussprüfung der Sekundarstufe 1;passiv;2/C2;III;s;;;[('GCSE', 'NNP'), ('(', '('), ('=', 'NNP'), ('General', 'NNP'), ('Certificate', 'NNP'), ('of', 'IN'), ('Secondary', 'NNP'), ('Education', 'NNP'), (')', ')')];['GCSE', '(', '=', 'General', 'Certificate', 'of', 'Secondary', 'Education', ')']
2416;A level;(entspricht dem deutschen Abitur);passiv;2/C2;III;s;;;[('A', 'DT'), ('level', 'NN')];['A', 'level']
2417;kayaking (no pl);Kajakfahren;passiv;2/C2;III;s;;;[('kayaking', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['kayaking', '(', 'no', 'pl', ')']
2418;to wonder;sich fragen, sich wundern, überrascht sein;aktiv;2/C2;III;v;I wonder what it's like to be famous.;ID 4180931;[('to', 'TO'), ('wonder', 'VB')];['to', 'wonder']
2419;to afford sth;sich etw leisten, etw bieten;aktiv;2/C2;III;ph;Mike doesn’t have much money so he can’t afford a new car.;;[('to', 'TO'), ('afford', 'VB'), ('sth', 'NN')];['to', 'afford', 'sth']
2420;I'd rather (= I would rather);ich würde lieber;aktiv;2/C2;III;ph;I don’t like swimming. I’d rather go running.;;"[('I', 'PRP'), (""'d"", 'MD'), ('rather', 'RB'), ('(', '('), ('=', 'JJ'), ('I', 'PRP'), ('would', 'MD'), ('rather', 'RB'), (')', ')')]";"['I', ""'d"", 'rather', '(', '=', 'I', 'would', 'rather', ')']"
2421;line;Linie, hier: Zeile;aktiv;2/C4;III;s;I don't understand the second word in line 15 of the text.;;[('line', 'NN')];['line']
2422;mixed;gemischt;aktiv;2/C4;III;a;Amy’s school is mixed. There are both boys and girls.;;[('mixed', 'JJ')];['mixed']
2423;to realize;sich einer Sache bewusst sein/werden, bemerken;aktiv;2/C4;III;v;At first Sarah thought reading was stupid. Then she realized it was fun.;;[('to', 'TO'), ('realize', 'VB')];['to', 'realize']
2424;to turn sth upside down;etw auf den Kopf stellen, hier: umdrehen;passiv;2/C6;III;ph;;;[('to', 'TO'), ('turn', 'VB'), ('sth', 'JJ'), ('upside', 'RB'), ('down', 'RB')];['to', 'turn', 'sth', 'upside', 'down']
2425;to leave out (irr);auslassen, weglassen;aktiv;2/C7;III;v;A contact clause is a relative clause where you can leave out the relative pronoun.;;[('to', 'TO'), ('leave', 'VB'), ('out', 'RP'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'leave', 'out', '(', 'irr', ')']
2426;to rewrite (irr);neu schreiben, überarbeiten, umschreiben;aktiv;2/C7;III;v;Lucas did his homework wrong, so he had to rewrite it all.;;[('to', 'TO'), ('rewrite', 'VB'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'rewrite', '(', 'irr', ')']
2427;twin;Zwilling;passiv;2/C8;III;s;;;[('twin', 'NN')];['twin']
2428;necessary;nötig, notwendig, erforderlich;aktiv;2/C8;III;a;Do I need to take my hiking boots for our trip? – No, they’re not necessary.;;[('necessary', 'JJ')];['necessary']
2429;to comfort;trösten;aktiv;2/C8;III;v;Jill’s mum comforted her when she was sad.;;[('to', 'TO'), ('comfort', 'VB')];['to', 'comfort']
2430;view;(Aus)sicht, (Aus)blick, hier: Ansicht, Meinung;aktiv;2/C9;III;s;Anna has the same view as Ben. They agree.;;[('view', 'NN')];['view']
2431;to exchange;austauschen, umtauschen, wechseln;passiv;2/C9;III;v;;;[('to', 'TO'), ('exchange', 'VB')];['to', 'exchange']
2432;fundraising;Geldbeschaffung, Wohltätigkeits-/Benefiz-;passiv;2/C9;III;s;;;[('fundraising', 'VBG')];['fundraising']
2433;to raise;heben, hier: beschaffen, (ein)sammeln;aktiv;2/C9;III;v;Class 4B raised money by selling cakes.;;[('to', 'TO'), ('raise', 'VB')];['to', 'raise']
2434;motivated;motiviert;passiv;2/C9;III;a;;;[('motivated', 'VBN')];['motivated']
2435;sponsored;gesponsert;passiv;2/C9;III;a;;;[('sponsored', 'VBN')];['sponsored']
2436;run;Lauf;passiv;2/C9;III;s;;;[('run', 'VB')];['run']
2437;hospice;Hospiz (Einrichtung zur Betreuung sterbender Menschen);passiv;2/C9;III;s;;;[('hospice', 'NN')];['hospice']
2438;awareness (no pl);Bewusstsein;aktiv;2/C9;III;s;Steve has a good awareness of the rules – he knows them all well.;;[('awareness', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['awareness', '(', 'no', 'pl', ')']
2439;meaningful;bedeutsam, wichtig, bedeutungsvoll;aktiv;2/C9;III;a;Pia works as a doctor in Africa. – That sounds like a meaningful job.;;[('meaningful', 'NN')];['meaningful']
2440;runner;Läufer/in;passiv;2/C9;III;s;;;[('runner', 'NN')];['runner']
2441;challenging;(heraus)fordernd;aktiv;2/C9;III;a;Welsh is a challenging language.;;[('challenging', 'VBG')];['challenging']
2442;style;Stil, Art;passiv;2/C9;III;s;;;[('style', 'NN')];['style']
2443;link;Verbindung;aktiv;2/C9;III;s;Is there a link between a person’s education and their job chances?;;[('link', 'NN')];['link']
2444;starting point;Ausgangspunkt, Ansatzpunkt;passiv;2/C9;III;s;;;[('starting', 'VBG'), ('point', 'NN')];['starting', 'point']
2445;aim;Ziel, Absicht;aktiv;2/C9;III;s;Lisa’s aim is to become a famous writer.;;[('aim', 'NN')];['aim']
2446;community;Gemeinde, Gemeinschaft;passiv;2/C9;III;s;;;[('community', 'NN')];['community']
2447;to build (irr);bauen;aktiv;2/C9;III;v;A man from Oslo built this house in the 1890s.;ID 1389835;[('to', 'TO'), ('build', 'VB'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'build', '(', 'irr', ')']
2448;local;hiesig, örtlich;passiv;2/C9;III;a;;;[('local', 'JJ')];['local']
2449;brick;Ziegel(stein), Backstein;passiv;2/C9;III;s;;;[('brick', 'NN')];['brick']
2450;northern;nördlich, Nord-;passiv;2/C9;III;a;;;[('northern', 'JJ')];['northern']
2451;Sweden;Schweden;passiv;2/C9;III;s;;;[('Sweden', 'NN')];['Sweden']
2452;journey;Reise;aktiv;2/C9;III;s;The journey from London to Wales takes more than four hours.;;[('journey', 'NN')];['journey']
2453;wilderness;Wildnis, Wüste;passiv;2/C9;III;s;;;[('wilderness', 'NN')];['wilderness']
2454;typical (of);typisch (für);aktiv;2/C9;III;a;This is so typical of Tom! He is always late.;ID 1389838;[('typical', 'JJ'), ('(', '('), ('of', 'IN'), (')', ')')];['typical', '(', 'of', ')']
2455;bivvy (= bivouac sack) (informal);Biwak(-), Lager(-);passiv;2/C9;III;s;;;[('bivvy', 'NN'), ('(', '('), ('=', 'JJ'), ('bivouac', 'NN'), ('sack', 'NN'), (')', ')'), ('(', '('), ('informal', 'JJ'), (')', ')')];['bivvy', '(', '=', 'bivouac', 'sack', ')', '(', 'informal', ')']
2456;beauty (no pl);Schönheit;aktiv;2/C9;III;s;If you go camping in Sweden, you can really enjoy the beauty of nature.;;[('beauty', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['beauty', '(', 'no', 'pl', ')']
2457;condition;Zustand, Bedingung;passiv;2/C9;III;s;;;[('condition', 'NN')];['condition']
2458;Northern Lights (only pl);Nordlicht;passiv;2/C9;III;s;;;[('Northern', 'NNP'), ('Lights', 'NNP'), ('(', '('), ('only', 'RB'), ('pl', 'NN'), (')', ')')];['Northern', 'Lights', '(', 'only', 'pl', ')']
2459;sled;Schlitten;passiv;2/C9;III;s;;;[('sled', 'VBN')];['sled']
2460;to turn;(sich) umdrehen, hier: drehen;aktiv;2/C11;III;v;Do you need to turn your book to be able to read this sentence?;;[('to', 'TO'), ('turn', 'VB')];['to', 'turn']
2461;so that;sodass, damit;passiv;2/C11;III;k;;;[('so', 'RB'), ('that', 'IN')];['so', 'that']
2462;to argue (about);sich streiten (wegen), hier: verfechten;aktiv;2/C11;III;v;Jack argued for more homework, but his friends disagreed.;;[('to', 'TO'), ('argue', 'VB'), ('(', '('), ('about', 'IN'), (')', ')')];['to', 'argue', '(', 'about', ')']
2463;to travel;reisen;aktiv;3/A1;III;v;Kim would like to travel around the world.;;[('to', 'TO'), ('travel', 'VB')];['to', 'travel']
2464;space (no pl);Raum, hier: Weltraum;aktiv;3/A1;III;s;This is a rocket on its way into space.;ID 5970890;[('space', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['space', '(', 'no', 'pl', ')']
2465;Brit (informal);Brite, Britin;passiv;3/A2;III;s;;;[('Brit', 'NNP'), ('(', '('), ('informal', 'JJ'), (')', ')')];['Brit', '(', 'informal', ')']
2466;truth (no pl);Wahrheit;passiv;3/A2;III;s;;;[('truth', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['truth', '(', 'no', 'pl', ')']
2467;legend;Sage, Legende;passiv;3/A2;III;s;;;[('legend', 'NN')];['legend']
2468;the BBC (= British Broadcasting Corporation);britische Rundfunkanstalt;passiv;3/A3;III;s;;;[('the', 'DT'), ('BBC', 'NNP'), ('(', '('), ('=', 'NNP'), ('British', 'NNP'), ('Broadcasting', 'NNP'), ('Corporation', 'NNP'), (')', ')')];['the', 'BBC', '(', '=', 'British', 'Broadcasting', 'Corporation', ')']
2469;series (only pl);(Fernseh)serie;passiv;3/A3;III;s;;;[('series', 'NN'), ('(', '('), ('only', 'RB'), ('pl', 'NN'), (')', ')')];['series', '(', 'only', 'pl', ')']
2470;sonic;akustisch, Schall-;passiv;3/A3;III;a;;;[('sonic', 'NN')];['sonic']
2471;screwdriver;Schraubenzieher;aktiv;3/A3;III;s;A screwdriver is a very useful tool.;;[('screwdriver', 'NN')];['screwdriver']
2472;tool;Werkzeug;aktiv;3/A3;III;s;A screwdriver is a very useful tool.;;[('tool', 'NN')];['tool']
2473;lock;Schloss;aktiv;3/A3;III;s;;;[('lock', 'NN')];['lock']
2474;enemy;Feind/in;aktiv;3/A3;III;s;friend ↔ enemy;;[('enemy', 'NN')];['enemy']
2475;extraterrestrial;außerirdisch, extraterrestrisch;passiv;3/A3;III;a;;;[('extraterrestrial', 'JJ')];['extraterrestrial']
2476;race;Rasse;aktiv;3/A3;III;s;;;[('race', 'NN')];['race']
2477;except;außer;aktiv;3/A3;III;pr;I like all vegetables except carrots. I don't like carrots.;;[('except', 'IN')];['except']
2478;hate;Hass;aktiv;3/A3;III;s;hate ↔ love;;[('hate', 'NN')];['hate']
2479;to conquer;erobern, besiegen, bezwingen;aktiv;3/A3;III;v;The king conquered the castle. Now it belongs to him.;;[('to', 'TO'), ('conquer', 'VB')];['to', 'conquer']
2480;machine;Maschine, Apparat;aktiv;3/A3;III;s;;;[('machine', 'NN')];['machine']
2481;spaceship;Raumschiff;aktiv;3/A3;III;s;You need a spaceship to travel in space.;ID 6291131;[('spaceship', 'NN')];['spaceship']
2482;to allow;erlauben, ermöglichen;aktiv;3/A3;III;v;The money that Tom won allowed him to go on holiday.;;[('to', 'TO'), ('allow', 'VB')];['to', 'allow']
2483;to dissolve;sich auflösen, verschwinden;passiv;3/A3;III;v;;;[('to', 'TO'), ('dissolve', 'VB')];['to', 'dissolve']
2484;to appear;erscheinen, auftauchen;aktiv;3/A3;III;v;We couldn’t see where Anna was. Then she appeared out of the dark.;;[('to', 'TO'), ('appear', 'VB')];['to', 'appear']
2485;hero;Held;aktiv;3/A3;III;s;Derek saved my life. He is my hero.;;[('hero', 'NN')];['hero']
2486;human;Mensch, menschlich;aktiv;3/A3;III;s/a;The human race lives on planet Earth.;;[('human', 'NN')];['human']
2487;historical;geschichtlich, historisch;aktiv;3/A3;III;a;Which historical event happened in 1789?;;[('historical', 'JJ')];['historical']
2488;interior;Innen-, Inlands-, (das) Innere;passiv;3/A3;III;s/a;;;[('interior', 'NN')];['interior']
2489;to control;kontrollieren, steuern, beherrschen;aktiv;3/A3;III;v;A plane has to have a pilot to control it.;;[('to', 'TO'), ('control', 'VB')];['to', 'control']
2490;conflict;Konflikt, Kampf, Zusammenstoß;aktiv;3/A3;III;s;;;[('conflict', 'NN')];['conflict']
2491;object;Objekt, Gegenstand;aktiv;3/A6;III;s;;;[('object', 'NN')];['object']
2492;creature;Kreatur, Lebewesen, Geschöpf;aktiv;3/A6;III;s;Tina thinks hamsters are fascinating little creatures.;;[('creature', 'NN')];['creature']
2493;description;Beschreibung;aktiv;3/A6;III;s;Sam gave the police a description of the pickpocket.;;[('description', 'NN')];['description']
2494;crown;Krone;aktiv;3/B1;III;s;The king is wearing a crown.;ID 5959980;[('crown', 'NN')];['crown']
2495;to name;(be)nennen;aktiv;3/B2;III;v;The Smiths named their baby Harry.;;[('to', 'TO'), ('name', 'VB')];['to', 'name']
2496;Norman;normannisch, Normanne/Normannin;passiv;3/B2;III;s/a;;;[('Norman', 'NN')];['Norman']
2497;the Norman Conquest;der normannische Eroberungszug;passiv;3/B2;III;s;;;[('the', 'DT'), ('Norman', 'NNP'), ('Conquest', 'NNP')];['the', 'Norman', 'Conquest']
2498;France;Frankreich;aktiv;3/B2;III;s;Paris is the biggest city in France.;;[('France', 'NNP')];['France']
2499;to capture;gefangen nehmen, festnehmen;passiv;3/B2;III;v;;;[('to', 'TO'), ('capture', 'VB')];['to', 'capture']
2500;brother-in-law;Schwager;passiv;3/B2;III;s;;;[('brother-in-law', 'NN')];['brother-in-law']
2501;as soon as;sobald, hier: als, in dem Moment, als ...;aktiv;3/B2;III;ph;As soon as Victoria went outside, it started to rain.;;[('as', 'RB'), ('soon', 'RB'), ('as', 'IN')];['a', 'soon', 'a']
2502;to rescue;retten, befreien;aktiv;3/B2;III;v;My brother is my hero. He rescued me and saved my life.;;[('to', 'TO'), ('rescue', 'VB')];['to', 'rescue']
2503;to make a promise (irr);ein Versprechen geben;aktiv;3/B2;III;ph;Our teacher made a promise that we would not have any homework.;;[('to', 'TO'), ('make', 'VB'), ('a', 'DT'), ('promise', 'NN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'make', 'a', 'promise', '(', 'irr', ')']
2504;the Channel;der Ärmelkanal;aktiv;3/B2;III;s;The Channel is the sea between England and France.;;[('the', 'DT'), ('Channel', 'NNP')];['the', 'Channel']
2505;wine;Wein;aktiv;3/B2;III;s;France is famous for its wine.;;[('wine', 'NN')];['wine']
2506;army;Armee, Heer;aktiv;3/B2;III;s;;;[('army', 'NN')];['army']
2507;to ache;schmerzen, wehtun;aktiv;3/B2;III;v;After three days of walking, David’s legs ached.;;[('to', 'TO'), ('ache', 'VB')];['to', 'ache']
2508;meanwhile;inzwischen, unterdessen, mittlerweile;passiv;3/B2;III;av;;;[('meanwhile', 'RB')];['meanwhile']
2509;to march;marschieren;passiv;3/B2;III;v;;;[('to', 'TO'), ('march', 'VB')];['to', 'march']
2510;to defeat;besiegen, schlagen;aktiv;3/B2;III;v;Man U defeated Chelsea. They won.;;[('to', 'TO'), ('defeat', 'VB')];['to', 'defeat']
